RA,CODTURMA,DISCIPLINA,CURSO_TURMA,CURSO_ALUNO,STATUSRES,P1/AP1,P2/AP2,TRABALHO/AP3,ESPECIAL (SUBSTITUTIVA)/MP,MF,MEDIA FINAL/AS,TFALTAS,Total Geral,PERÍODO
1911563598,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,5.7,8.2,8.5,7.3,7.7,6.9,2,,2019.1
1911563609,01 1MICR-MT7,Microeconomia,Administração,Administração,REN - Reprovado por Nota,4.8,4.9,4.5,4.8,4.9,5,4,,2019.1
1911563610,01 1MICR-MT6,Microeconomia,Administração,Administração,REN - Reprovado por Nota,3.4,4.3,2,3.5,3.5,0,9,,2019.1
1911563616,01 1MICR-MT7,Microeconomia,Administração,Administração,REN - Reprovado por Nota,4.4,3.8,4,4.1,4.1,0,0,,2019.1
1911563620,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6,7.2,9,7.1,7.7,7.6,0,,2019.1
1911563625,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,2.8,7.2,4.5,4.9,7,8,3,,2019.1
1911563645,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,REN - Reprovado por Nota,3,4.7,7,4.5,5.3,5.1,9,,2019.1
1911563670,01 1MICR-MT4,Microeconomia,Administração,Administração,REN - Reprovado por Nota,5.2,4,4.5,4.6,4.6,3.9,1,,2019.1
1911563671,01 1MICR-MT4,Microeconomia,Administração,Administração,REN - Reprovado por Nota,5.5,4.8,5.5,5.2,6.5,7.9,6,,2019.1
1911563672,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,6.5,8.2,7,7.3,7.8,7.8,0,,2019.1
1911563676,01 1MICR-MT7,Microeconomia,Administração,Administração,REN - Reprovado por Nota,4.2,5.3,0,3.8,3.8,0,9,,2019.1
1911563681,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,7.3,6.5,7.5,7,7,0,6,,2019.1
1911563697,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,7.2,5,5,5.9,7.4,8.8,2,,2019.1
1911563705,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,5.5,3.2,4.5,4.4,4.4,0,7,,2019.1
1911563706,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,8.65,9,7.5,8.6,8.6,0,0,,2019.1
1911563715,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.5,6.2,6.5,6,7,8,0,,2019.1
1911563736,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,9.1,8.1,6,8.1,8.1,0,5,,2019.1
1911563782,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,7.7,7.4,7,7.4,7.4,0,11,,2019.1
1911563809,01 1MICR-MT6,Microeconomia,Administração,Administração,REN - Reprovado por Nota,0,4.9,6.5,3.3,3.3,0,9,,2019.1
1911563840,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,8.5,7.8,6,7.7,7.7,0,0,,2019.1
1911563842,01 1MICR-MT6,Microeconomia,Administração,Administração,REF - Reprovado por Falta,0,0,0,0,0,0,37,,2019.1
1911563877,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,4.4,6.7,8,6,7,6.9,0,,2019.1
1911563879,01 1MICR-MT4,Microeconomia,Administração,Administração,APM - Aprovado por média,9.3,9.3,10,9.4,9.4,0,0,,2019.1
1911563908,01 1MICR-MT6,Microeconomia,Administração,Administração,REN - Reprovado por Nota,3.9,2.6,3,3.2,3.2,0,6,,2019.1
1911563964,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,6.3,4.2,6.5,5.5,7,7.9,4,,2019.1
1911563976,01 1MICR-MT4,Microeconomia,Administração,Administração,REN - Reprovado por Nota,0,5.6,5.5,3.3,6.1,6.8,18,,2019.1
1911564133,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,9.7,8.6,7,8.7,8.7,0,0,,2019.1
1911564489,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.3,7.8,8.5,7.7,7.7,0,0,,2019.1
1911564494,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,REF - Reprovado por Falta,0,3.3,7,0,0,0,21,,2019.1
1911564769,01 1MICR-MT4,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,8.7,5.1,7.5,7,8.5,8.7,1,,2019.1
1911564771,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,8.3,8.6,9,8.6,8.6,0,1,,2019.1
1911564773,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,6.4,6.3,10,7.1,7.1,0,0,,2019.1
1911564776,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Administração,APM - Aprovado por média,6.5,7,8,7,7,0,0,,2019.1
1911564780,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,5.9,5.3,8,6.1,7.2,8.1,0,,2019.1
1911564781,01 1MICR-TD1,Microeconomia,Administração,Administração,APM - Aprovado por média,8,5.9,7.5,7.1,7.3,6.5,1,,2019.1
1911564782,01 1MICR-TD1,Microeconomia,Administração,Administração,REF - Reprovado por Falta,6.6,0,0,2.6,2.6,0,22,,2019.1
1911564784,01 1MICR-MT7,Microeconomia,Administração,Administração,APM - Aprovado por média,7,8.5,8,7.8,7.8,0,3,,2019.1
1911564787,01 1MICR-MT4,Microeconomia,Administração,Administração,REN - Reprovado por Nota,4.7,3.1,6,4.3,5.8,6.9,2,,2019.1
1911564789,01 1MICR-MT6,Microeconomia,Administração,Administração,APM - Aprovado por média,8.2,8.7,8.5,8.5,8.5,0,2,,2019.1
1911564791,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.2,0,4.5,0,7,7,9,,2019.1
1911564793,01 1MICR-MT7,Microeconomia,Administração,Ciências Econômicas,REN - Reprovado por Nota,6,3.5,4,4.6,5.9,6.7,6,,2019.1
1911564798,01 1MICR-MT7,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,10,9.5,10,9.8,9.8,0,0,,2019.1
1911564801,01 1MICR-MT4,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,8.5,8.3,7,8.1,8.1,0,3,,2019.1
1911564805,01 1MICR-TD1,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,9,7,9,8.2,8.2,0,8,,2019.1
1911564807,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.75,10,7.5,8.6,8.6,0,6,,2019.1
1911564808,01 1MICR-TD1,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,8,6.8,6,7.1,7.4,7.5,0,,2019.1
1911564809,01 1MICR-MT4,Microeconomia,Administração,Ciências Econômicas,APM - Aprovado por média,8,8.7,8.5,8.4,8.4,0,3,,2019.1
1911564811,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,REN - Reprovado por Nota,4.8,6.8,4,5.4,5.7,5.4,2,,2019.1
1911564841,01 1MICR-MT7,Microeconomia,Administração,Administração,REN - Reprovado por Nota,0,2.6,0,1,1,0,13,,2019.1
1911564894,01 1MICR-MT4,Microeconomia,Administração,Administração,REN - Reprovado por Nota,5.4,6.2,4.5,5.5,5.6,5.5,2,,2019.1
1911565940,01 1MICR-MT5,Microeconomia,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,4,4.3,5,4.3,4.9,5.5,0,,2019.1
1911566010,01 1MICR-MT6,Microeconomia,Administração,Ciências Econômicas,REN - Reprovado por Nota,4.8,5.2,4,4.8,4.8,4.4,3,,2019.1
1911566026,01 1MICR-TD1,Microeconomia,Administração,Administração,REN - Reprovado por Nota,3,5.4,0,3.4,3.4,0,5,,2019.1
1811562586,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.1,8,6.5,8.1,8.1,0,4,,2019.1
1811562595,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,7.7,8,8,7.9,7.9,0,3,,2019.1
1811562609,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.3,9.1,8,9,9,0,6,,2019.1
1811562610,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,5.7,6.8,7.5,6.5,7.9,9.3,6,,2019.1
1811562612,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,10,7.7,4,7.9,7.9,0,9,,2019.1
1811562614,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,8.3,7,6.5,7.4,7.4,0,8,,2019.1
1811562615,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.6,7.6,7,8.3,8.3,0,0,,2019.1
1811562620,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.9,9.3,9,9.5,9.5,0,5,,2019.1
1811562624,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,10,9,8,9.2,9.2,0,2,,2019.1
1811562630,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,8.4,8.9,9.5,8.8,8.8,0,4,,2019.1
1811562631,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.8,9.4,8.5,9.4,9.4,0,3,,2019.1
1811562633,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,6.9,9.7,7,8,9,9.2,1,,2019.1
1811562634,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,8.3,7.5,8.5,8,8,0,9,,2019.1
1811562642,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.3,7.1,7.5,8.1,8.1,0,10,,2019.1
1811562643,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.1,8.8,0,7.2,7.2,0,4,,2019.1
1811562644,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.6,8.3,6,8.4,8.4,0,5,,2019.1
1811562758,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.3,6,8,7.7,7.7,0,15,,2019.1
1811562759,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,8.1,8.6,8,8.3,8.3,0,2,,2019.1
1811562761,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.2,6.6,6.5,7.6,7.6,0,6,,2019.1
1811562762,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,10,9.1,7.5,9.1,9.1,0,0,,2019.1
1811562763,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.6,7.8,7.5,8.5,8.5,0,4,,2019.1
1811562764,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.5,8.2,7.5,8.6,8.6,0,6,,2019.1
1811562768,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.8,9.6,9,9.6,9.6,0,0,,2019.1
1811562854,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.5,9.5,6.5,8.9,8.9,0,1,,2019.1
1811563331,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.9,9.6,10,9.8,9.8,0,2,,2019.1
1811563332,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,10,7,5.5,7.9,7.9,0,7,,2019.1
1811563668,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.5,8,9,8.8,8.8,0,2,,2019.1
1811563822,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,8.3,9.8,8.5,8.9,8.9,0,6,,2019.1
1811563915,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.6,9.1,6.5,8.8,8.8,0,2,,2019.1
1811563963,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,10,8.3,7,8.7,8.7,0,2,,2019.1
1811563969,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.2,9.4,6.5,8.7,8.7,0,4,,2019.1
1811564011,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,8.6,6.7,7.5,7.6,7.6,0,1,,2019.1
1811564012,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.5,7.5,8.5,8.5,8.5,0,7,,2019.1
1811564021,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.6,8.1,9,8.9,8.9,0,3,,2019.1
1811564067,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,9.2,8.5,7,8.5,8.5,0,0,,2019.1
1911563116,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,6.1,7,6,6.4,7.2,8,18,,2019.1
1911563290,03 1MTPR-MT1,Métodos de Previsão,Administração,Administração,APM - Aprovado por média,7.4,8,8.5,7.9,7.9,0,10,,2019.1
1811562586,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,9.1,9.6,5.5,8.6,8.6,0,0,,2019.1
1811562595,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,5.2,7.8,4.5,6.1,7,7.5,2,,2019.1
1811562609,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,9.9,9.6,8.5,9.5,9.5,0,0,,2019.1
1811562610,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,7.2,9.2,5,7.6,7.6,0,0,,2019.1
1811562612,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,8,8.2,5.5,7.6,7.6,0,0,,2019.1
1811562614,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,7.6,8.2,8,7.9,7.9,0,4,,2019.1
1811562615,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,8.1,10,6,8.4,8.4,0,0,,2019.1
1811562617,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,8.4,7.7,5,7.4,7.4,0,0,,2019.1
1811562620,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,8.7,9.6,6,8.5,8.5,0,1,,2019.1
1811562624,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,9.9,9.6,6,9,9,0,0,,2019.1
1811562630,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,9.9,10,6.5,9.3,9.3,0,3,,2019.1
1811562631,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,8.7,10,8,9.1,9.1,0,0,,2019.1
1811562633,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,7.6,9.6,5.5,8,8,0,0,,2019.1
1811562634,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,10,10,7,9.4,9.4,0,2,,2019.1
1811562642,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,7.2,8.7,6.5,7.7,7.7,0,4,,2019.1
1811562643,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,3.2,8.1,8,6.1,7.2,6,2,,2019.1
1811562644,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,8,8.7,5.5,7.8,7.8,0,1,,2019.1
1811562673,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,7.6,10,7,8.4,8.4,0,2,,2019.1
1811562758,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,7.1,7.8,5.5,7.1,7.1,0,4,,2019.1
1811562759,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,8,6.9,8,7.6,7.6,0,0,,2019.1
1811562761,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,6.2,9.1,6.5,7.4,7.4,0,0,,2019.1
1811562762,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,9.5,9.2,6,8.7,8.7,0,0,,2019.1
1811562763,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,6.6,8.7,7.5,7.6,7.6,0,0,,2019.1
1811562764,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,8.1,9.2,6.5,8.2,8.2,0,0,,2019.1
1811562768,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,10,10,6,9.2,9.2,0,0,,2019.1
1811562854,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,7.6,9.6,5,7.9,7.9,0,0,,2019.1
1811563331,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,8.7,10,8.5,9.2,9.2,0,0,,2019.1
1811563332,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,6.6,9.6,5,7.5,7.5,0,2,,2019.1
1811563668,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,10,10,7,9.4,9.4,0,1,,2019.1
1811563822,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,9.7,8.7,5.5,8.5,8.5,0,4,,2019.1
1811563915,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,7.6,10,8,8.6,8.6,0,2,,2019.1
1811563963,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,7.4,9.2,6,7.8,7.8,0,0,,2019.1
1811563969,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,10,8.2,5.5,8.4,8.4,0,3,,2019.1
1811564011,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,6.7,8.2,3.5,6.7,7,7.5,4,,2019.1
1811564012,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,8.7,9.6,4.5,8.2,8.2,0,3,,2019.1
1811564021,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,7.9,10,6,8.4,8.4,0,1,,2019.1
1811564067,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,8.7,10,7,8.9,8.9,0,1,,2019.1
1911561960,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,9.9,9.4,5.5,8.8,8.8,0,4,,2019.1
1911563116,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,7.1,8,6.5,7.3,7.3,0,3,,2019.1
1911563290,03 1ORCH-MT1,Organizações e Comportamento Humano,Administração,Administração,APM - Aprovado por média,8.5,8.5,5.5,7.9,7.9,0,5,,2019.1
1811562596,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.3,9.4,8,8.3,8.3,0,0,,2019.1
1811562639,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,9.7,9.5,9.5,9.5,0,0,,2019.1
1811562650,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.2,9,6.5,8.6,8.6,0,0,,2019.1
1811562652,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,10,9.1,8,9.2,9.2,0,0,,2019.1
1811562654,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,REN - Reprovado por Nota,3,5.3,0,3.3,3.3,0,0,,2019.1
1811562658,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.4,9.1,8.5,7.9,7.9,0,0,,2019.1
1811562660,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9,9.1,8,8.8,8.8,0,0,,2019.1
1811562662,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.7,8.7,9.5,8.9,8.9,0,0,,2019.1
1811562665,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.2,9.4,9,8.8,8.8,0,0,,2019.1
1811562666,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,5.8,6.9,7,6.5,7.6,8.5,0,,2019.1
1811562686,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,8.4,7.6,8.5,8.1,8.1,0,0,,2019.1
1811562689,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,9.5,8.7,8.5,9,9,0,0,,2019.1
1811562775,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7,6.8,7.5,7,7,0,0,,2019.1
1811562778,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,7.8,7.5,8,7.7,7.7,0,0,,2019.1
1811562782,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.4,7.5,8,7.2,7.2,0,0,,2019.1
1811562784,03 1OTPD-MT1,Otimização e Processos Dinâmicos,Ciências Econômicas,Ciências Econômicas,APM - Aprovado por média,6.2,5.3,5.5,5.7,7,8.6,0,,2019.1
